name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_per_night,days_since_last_review
Fabulous mid century modern apt in Williamsburg,4407432,Brooklyn,Williamsburg,40.72163,-73.95465,Entire home/apt,225,2,9,1,120,112.5,28.0
"RahShoeRay Cozy, Comfortable and Accommodating.",181397986,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93729,Private room,95,1,21,2,260,95.0,185.0
Brooklyn Park Slope Oasis,7065881,Brooklyn,Park Slope,40.67691,-73.98163,Entire home/apt,139,4,3,1,0,34.75,42.0
Bright sunny room in Bushwick with backyard.,7780845,Brooklyn,Bushwick,40.70269,-73.91778,Private room,65,2,20,3,282,32.5,8.0
True NYC soho experience amazing gem.. large space,28823649,Manhattan,SoHo,40.72432,-74.00195,Entire home/apt,160,1,6,3,172,160.0,44.0
Apartamento para viagem NY,188362154,Queens,Astoria,40.76623,-73.91279,Private room,150,5,0,1,362,30.0,0.0
A true NYC gem!,188365772,Manhattan,Harlem,40.82307,-73.95447,Entire home/apt,250,3,0,1,0,83.33333333333333,0.0
"Beautiful, spacious & quiet!",7072861,Manhattan,Gramercy,40.73714,-73.98827,Entire home/apt,175,4,2,1,3,43.75,336.0
Brooklyn Studio with a View,2642222,Brooklyn,Prospect Heights,40.6813,-73.97449,Entire home/apt,179,2,19,1,0,89.5,183.0
Charming 2 Bedroom Private Apartment in Greenpoint,6919899,Brooklyn,Greenpoint,40.72901,-73.94754,Entire home/apt,130,2,34,1,129,65.0,11.0
Newly Renovated Full One Bedroom Brooklyn Apt,93359389,Brooklyn,East Flatbush,40.65755,-73.92341,Entire home/apt,80,2,18,1,39,40.0,20.0
Amazing Bedroom in fantastic apartment in Brooklyn,8629268,Brooklyn,Bedford-Stuyvesant,40.68037,-73.93821,Private room,44,3,4,1,0,14.666666666666666,344.0
Spacious Centrally Located 1 Bedroom Apartment,33225521,Manhattan,East Village,40.72888,-73.99019,Entire home/apt,300,1,8,1,16,300.0,53.0
Sunny Village Suite with Private Patio!,50296004,Manhattan,Greenwich Village,40.73463,-73.99796,Entire home/apt,215,2,18,1,38,107.5,1.0
Private Studio Apartment in Lively Crown Heights,188390380,Brooklyn,Crown Heights,40.67575,-73.95074,Entire home/apt,100,1,26,1,0,100.0,312.0
The Crown,188391102,Brooklyn,Crown Heights,40.67442,-73.94096,Entire home/apt,295,4,7,2,343,73.75,59.0
Upper Westside studio for two or just you!,128258877,Manhattan,Upper West Side,40.79332,-73.97501,Entire home/apt,100,1,4,1,0,100.0,265.0
Shared Open Studio - Floor Space,159154462,Manhattan,Midtown,40.75722,-73.98162,Shared room,85,1,5,2,83,85.0,263.0
South Park Slope House (Aug 5 - 27; 10 day min),134122415,Brooklyn,Windsor Terrace,40.6604,-73.98316,Entire home/apt,150,10,3,1,23,15.0,74.0
Thomas's creek,169882061,Brooklyn,Bedford-Stuyvesant,40.68518,-73.93682,Entire home/apt,225,2,23,1,77,112.5,14.0
Private Room (Front) In A Beautiful Apartment,79651295,Queens,Jamaica,40.67733,-73.78826,Private room,80,2,0,4,179,40.0,0.0
BIG STYLISH LOFT/ROOM with access in the backyard,34184387,Brooklyn,Prospect-Lefferts Gardens,40.65887,-73.94924,Private room,75,5,2,1,54,15.0,187.0
Huge Master Bedroom In A Very Spacious Apartment,79651295,Queens,Jamaica,40.67894,-73.78885,Private room,140,1,1,4,177,140.0,415.0
Beautiful brownstone garden apt. w/outdoor,25347213,Brooklyn,Bedford-Stuyvesant,40.68432,-73.9515,Entire home/apt,110,2,3,1,0,55.0,380.0
Rooftop Condo,42931425,Brooklyn,Flatbush,40.65333,-73.95381,Private room,100,1,0,1,0,100.0,0.0
Sunny & Spacious 1 bedroom in Williamsburg,187530856,Brooklyn,Williamsburg,40.70933,-73.94779,Entire home/apt,265,2,4,2,89,132.5,274.0
Super clean and bright cheerful apartment.,11095383,Brooklyn,Flatbush,40.63074,-73.95849,Entire home/apt,150,4,1,1,20,37.5,355.0
Sunny Brooklyn apt. Quick walk to Prospect Park,104051773,Brooklyn,East Flatbush,40.65215,-73.95219,Entire home/apt,91,3,4,1,12,30.333333333333332,187.0
Surrealist Luxury Loft,11949316,Manhattan,Chelsea,40.74903,-73.99198,Entire home/apt,795,3,21,1,16,265.0,19.0
Broadway Homebase,188518588,Manhattan,Hell's Kitchen,40.76189,-73.98991,Entire home/apt,185,10,23,1,68,18.5,12.0
"Centrally located, quiet Hell's Kitchen bedroom.",137255181,Manhattan,Hell's Kitchen,40.76402,-73.98694,Private room,125,4,1,1,0,31.25,421.0
nyc studio apartment,37193449,Queens,Sunnyside,40.74548,-73.91833,Entire home/apt,75,5,0,1,0,15.0,0.0
Private rooftop Penthouse heaven,13089912,Manhattan,East Village,40.7258,-73.97963,Entire home/apt,330,2,3,2,22,165.0,42.0
King bedroom w/ private bathroom in gorgeous Loft,1407676,Brooklyn,Williamsburg,40.71739,-73.95804,Private room,99,2,0,4,159,49.5,0.0
"Cozy, warm and Clean Stay in Flushing!",177156643,Queens,Flushing,40.76991,-73.8265,Private room,50,3,24,1,153,16.666666666666668,29.0
"Charming Harlem Nook /Coin Charmant de Harlem, NYC",62026191,Manhattan,Harlem,40.81585,-73.94272,Private room,79,1,67,1,78,79.0,9.0
"Massive, sunny Williamsburg apartment w/ backyard",10777921,Brooklyn,Williamsburg,40.71269,-73.94772,Entire home/apt,129,2,8,1,0,64.5,24.0
Guest Room with A/C,188556821,Queens,Woodside,40.74337,-73.90405,Private room,40,1,7,1,0,40.0,388.0
NY’s Highest End Celebrity Building + Balconies!,65562107,Manhattan,Tribeca,40.71868,-74.00765,Entire home/apt,1200,5,13,1,347,240.0,23.0
Big 2-bdrm / Morgan Ave L Train / Roberta's,36849759,Brooklyn,Bushwick,40.7022,-73.93165,Entire home/apt,200,2,39,2,209,100.0,21.0
"Ideal Brooklyn Room, Spacious Apartment w/Garden",45376603,Brooklyn,Bushwick,40.69495,-73.92075,Private room,41,2,9,1,0,20.5,291.0
My new place,182690453,Brooklyn,Navy Yard,40.69833,-73.97087,Private room,140,2,37,1,157,70.0,22.0
WeLive Wall Street -- 3  Bedroom,159610596,Manhattan,Financial District,40.70606,-74.0054,Entire home/apt,295,1,54,6,117,295.0,9.0
Waycross Vista Studio Apartment,56726605,Brooklyn,Canarsie,40.64432,-73.90556,Entire home/apt,125,5,6,3,90,25.0,187.0
Luxurious Suite Grand Central,168465501,Manhattan,Murray Hill,40.74929,-73.97827,Entire home/apt,150,30,3,4,113,5.0,227.0
Parlor Suite Midtown Manhattan,29100568,Manhattan,Theater District,40.76093,-73.98192,Entire home/apt,170,20,1,4,0,8.5,405.0
"1 Bed Apartment close to city, Astoria, LIC",1590939,Queens,Astoria,40.7588,-73.92566,Entire home/apt,101,10,0,1,0,10.1,0.0
Brand new beach front house near JFK (2),187383058,Queens,Arverne,40.5872,-73.79567,Entire home/apt,350,2,25,2,332,175.0,1.0
Cozy 1 Bedroom on Upper West Side,164724867,Manhattan,Upper West Side,40.78922,-73.97398,Entire home/apt,175,2,8,1,1,87.5,36.0
Elegance on West Side,48889862,Manhattan,Harlem,40.79891,-73.9528,Entire home/apt,105,2,42,1,115,52.5,7.0
Spacious Sunny Private Bedroom in the Bushwick BK,61980894,Brooklyn,Bushwick,40.6954,-73.92596,Private room,54,2,7,1,90,27.0,241.0
Hey New Yorkers!,169940010,Queens,Ridgewood,40.70126,-73.90231,Private room,90,1,4,1,269,90.0,344.0
"Beautiful, spacious & well-lit 1BR (Astoria, QNS)",6636303,Queens,Astoria,40.7596,-73.92368,Entire home/apt,125,3,3,1,0,41.666666666666664,13.0
"3-bedroom sunny, quiet, spacious Williamsburg apt",17344471,Brooklyn,Williamsburg,40.71698,-73.94224,Entire home/apt,233,6,0,2,0,38.833333333333336,0.0
VERY BIG APARTMENT IN HARLEM/ENTIRE APARTMENT,185683441,Manhattan,Harlem,40.81634,-73.94344,Entire home/apt,400,2,3,3,175,200.0,255.0
2 Bedroom Garden Getaway,65903420,Brooklyn,Crown Heights,40.66673,-73.96158,Entire home/apt,139,3,43,1,68,46.333333333333336,43.0
"Bright renovated apartment, quiet Bushwick block!",3440653,Brooklyn,Bushwick,40.69493,-73.92276,Entire home/apt,135,3,42,1,92,45.0,14.0
"Bright, Winged Tribeca Studio w/ Indoor pool, Gym by Blueground",107434423,Manhattan,Tribeca,40.71686,-74.00484,Entire home/apt,305,30,0,232,6,10.166666666666666,0.0
brand new studio in the East Village with roofdeck,1562990,Manhattan,East Village,40.72249,-73.982,Entire home/apt,175,7,4,1,0,25.0,186.0
BEAUTIFUL LUX STUDIO -AMAZING ENTERTAINMENT SYSTEM,104684975,Brooklyn,Canarsie,40.64361,-73.90435,Entire home/apt,140,1,1,1,178,140.0,383.0
"Great value ,central Manhattan apartment",18767788,Manhattan,Gramercy,40.7355,-73.98,Entire home/apt,126,2,25,1,30,63.0,205.0
Comfortable Bedroom 2 Express Stops to Manhattan,27493716,Brooklyn,Sunset Park,40.64964,-73.9992,Private room,75,1,13,2,68,75.0,43.0
Huge Room in the Middle of Bushwick,94860592,Brooklyn,Bushwick,40.69992,-73.92235,Private room,62,2,5,1,0,31.0,288.0
Quiet room in Prospect Heights,13486673,Brooklyn,Prospect Heights,40.67846,-73.97157,Private room,99,2,2,3,0,49.5,283.0
C) Cozy Two Beds Wifi near JFK Airport and subways,154128335,Queens,Jamaica,40.70071,-73.81282,Private room,50,1,4,4,337,50.0,8.0
"Cute, renovated 2 bedroom Apt. in East Village",89608382,Manhattan,East Village,40.72522,-73.98205,Entire home/apt,224,3,4,1,7,74.66666666666667,188.0
Spacious Private Suite in a Brooklyn Brownstone,4219594,Brooklyn,Bedford-Stuyvesant,40.68296,-73.9358,Private room,95,2,3,1,11,47.5,273.0
Bright 1-Bedroom Gem in Fort Greene,1180925,Brooklyn,Fort Greene,40.69476,-73.97224,Entire home/apt,108,3,5,3,99,36.0,12.0
"Quiet, private room (Hell's Kitchen/West Midtown)",28808740,Manhattan,Hell's Kitchen,40.76491,-73.98956,Private room,94,3,11,2,0,31.333333333333332,15.0
Jul Discount! Private Flat (with Patio!) in NYC,188741104,Manhattan,Harlem,40.80875,-73.94238,Entire home/apt,160,31,48,4,117,5.161290322580645,8.0
Gorgeous apartment with access to all #2,175116422,Staten Island,Grant City,40.57856,-74.1107,Entire home/apt,72,3,11,3,333,24.0,106.0
Modern 2 bedroom Upper East Side apartment.,103152379,Manhattan,Upper East Side,40.76195,-73.96056,Entire home/apt,199,3,22,1,329,66.33333333333333,7.0
Private Room in peaceful town,7989399,Queens,Sunnyside,40.73891,-73.92642,Private room,50,3,3,2,112,16.666666666666668,271.0
Brooklyn room in the perfect location.,7894144,Brooklyn,Williamsburg,40.71486,-73.95705,Private room,75,2,8,1,0,37.5,378.0
Studio Apartment in Astoria - Best Location!,50770601,Queens,Astoria,40.76871,-73.91839,Entire home/apt,169,1,8,5,297,169.0,75.0
bushwick’s cozy nook,22010249,Brooklyn,Bushwick,40.68973,-73.91172,Private room,75,3,36,2,292,25.0,1.0
"Cozy, Clean Private Mini Studio in New York City",188741104,Manhattan,Harlem,40.80954,-73.94257,Entire home/apt,85,31,49,4,119,2.7419354838709675,4.0
Modern Apartment in Long Island City,137575565,Queens,Long Island City,40.7563,-73.93402,Private room,75,3,2,1,0,25.0,374.0
One-bedroom unit in Rego Park,188773665,Queens,Rego Park,40.72038,-73.86311,Private room,99,1,55,1,4,99.0,5.0
Peaceful&Sun filled 2BR&private bathroom near NYC,12931469,Staten Island,Great Kills,40.54901,-74.142,Private room,120,2,4,3,86,60.0,231.0
Studio apartment; close to tourist attractions,58391499,Manhattan,Civic Center,40.71175,-74.00763,Entire home/apt,200,2,4,1,0,100.0,189.0
Budget Basement,188783370,Queens,Flushing,40.73968,-73.80601,Private room,80,1,9,1,0,80.0,332.0
Central & Comfortable 1BR Brownstone Apartment,4303181,Brooklyn,Carroll Gardens,40.68352,-73.9999,Entire home/apt,150,2,37,1,100,75.0,13.0
"Colorful, quiet, private room near LaGuardia/NYC",2424887,Queens,Ditmars Steinway,40.76729,-73.89166,Private room,55,1,36,1,179,55.0,7.0
1 bedroom apartment on Columbus Avenue,76104209,Manhattan,Upper West Side,40.7936,-73.96642,Entire home/apt,180,30,0,33,364,6.0,0.0
"Cozy, newly furnished apartment in the heart of NY",14759219,Manhattan,Murray Hill,40.74793,-73.97958,Entire home/apt,120,5,2,1,0,24.0,399.0
Cozy private room in luxury apartment,3673226,Manhattan,East Harlem,40.78723,-73.94949,Private room,90,3,5,1,0,30.0,105.0
Triple Mint Townhouse in the heart of West Village,5719667,Manhattan,West Village,40.73722,-74.00263,Entire home/apt,1500,3,15,1,54,500.0,14.0
10 mins from JFK. Smoking okay.,69700229,Queens,Jamaica,40.68067,-73.77949,Private room,40,1,70,3,90,40.0,5.0
"CHEAP ROOM IN QUEENS, CLOSE TO SUBWAY STATION",463061,Queens,Woodhaven,40.69642,-73.8502,Private room,42,3,5,2,281,14.0,331.0
Short Stay NearJFK.,94713722,Queens,St. Albans,40.69012,-73.75349,Private room,55,2,8,4,122,27.5,76.0
Stylish Apartment 3 Blocks from Central Park,10972311,Manhattan,East Harlem,40.79438,-73.94463,Entire home/apt,180,10,13,1,11,18.0,42.0
Da Sanctum,26796335,Manhattan,Upper West Side,40.79891,-73.96446,Entire home/apt,225,2,29,1,35,112.5,8.0
Maurice’s Penthouse,3530446,Brooklyn,Crown Heights,40.67604,-73.95071,Entire home/apt,150,3,27,3,288,50.0,5.0
From home to home,91554527,Bronx,Highbridge,40.83413,-73.92918,Private room,50,3,23,1,188,16.666666666666668,92.0
Cute & Cozy Studio in Chelsea!,9711035,Manhattan,Chelsea,40.7464,-73.99701,Entire home/apt,170,28,4,1,61,6.071428571428571,30.0
ENTIRE Spacious Brownstone Apartment (UNFURNISHED),12633660,Brooklyn,Carroll Gardens,40.67899,-74.00089,Entire home/apt,50,3,5,1,0,16.666666666666668,38.0
"**FULL FLOOR - 3 BEDRMS, Times Sq/Restaurant Row**",157402346,Manhattan,Hell's Kitchen,40.76201,-73.99099,Entire home/apt,350,2,60,1,224,175.0,21.0
"Prime Williamsburg: 3 Bed, 2 Bath Luxury Apartment",143739618,Brooklyn,Williamsburg,40.71649,-73.95475,Entire home/apt,415,3,1,1,0,138.33333333333334,407.0
"""Cozy Retreat"" in North Crown Heights",188947623,Brooklyn,Crown Heights,40.66998,-73.94702,Entire home/apt,112,2,50,1,0,56.0,3.0
"Stylish, clean & quiet 1 bdr apt in Manhattan",27793336,Manhattan,East Harlem,40.78877,-73.94647,Private room,170,2,5,1,0,85.0,287.0
PLACE NEXT TO THE BEACH,177860344,Brooklyn,Brighton Beach,40.57569,-73.95892,Private room,80,3,1,1,178,26.666666666666668,281.0
"Authentic, downtown Manhattan loft condo",188964841,Manhattan,East Harlem,40.80083,-73.93778,Entire home/apt,300,1,5,1,352,300.0,24.0
Private room Brooklyn,188969229,Brooklyn,Bushwick,40.68845,-73.91878,Private room,60,1,50,1,91,60.0,11.0
Master Bedroom with Full Bath & Manhattan View,129743937,Queens,East Elmhurst,40.75809,-73.8693,Private room,54,1,135,2,48,54.0,6.0
Private room in the Bronx for females & couples.,188218993,Bronx,Kingsbridge,40.8801,-73.89709,Private room,46,1,68,1,63,46.0,17.0
1 sunny bedroom in Parkchester,189022543,Bronx,Parkchester,40.83688,-73.85584,Private room,80,2,6,1,0,40.0,249.0
3-bdrm Newly Renovated Townhouse.,139756559,Staten Island,Great Kills,40.54639,-74.13706,Entire home/apt,180,30,9,2,130,6.0,272.0
"Designer Studio / 1BR in Williamsburg, Nice Views",108160091,Brooklyn,Williamsburg,40.70996,-73.96129,Entire home/apt,168,10,3,3,284,16.8,250.0
Barclays Place - An Idyllic One Bedroom Apartment,189036764,Brooklyn,Park Slope,40.68375,-73.97839,Entire home/apt,400,2,0,1,32,200.0,0.0
Private Bedroom (Back) In A Beautiful Apartment,79651295,Queens,Jamaica,40.67901,-73.78876,Private room,100,2,0,4,179,50.0,0.0
Postmodern Studio,189047392,Brooklyn,Clinton Hill,40.69047,-73.9605,Private room,97,1,23,1,189,97.0,35.0
sunshine,159027993,Queens,Flushing,40.76106,-73.81279,Private room,48,4,11,2,168,12.0,41.0
Peace and quiet in the hustle and bustle,189075482,Brooklyn,Cypress Hills,40.67901,-73.89224,Entire home/apt,95,1,22,3,126,95.0,186.0
"Trendy, light-filled apartment in Lower East Side.",17842138,Manhattan,Chinatown,40.71529,-73.99088,Entire home/apt,170,1,11,1,24,170.0,14.0
"NYC SkyLoft on Central Park, balcony w/ city view",54228386,Manhattan,East Harlem,40.79844,-73.94747,Private room,125,1,81,1,29,125.0,6.0
"Lovely room with private terrace, ensuite",11307033,Manhattan,East Village,40.72561,-73.97622,Private room,175,1,41,2,13,175.0,52.0
Private Cozy Bedroom with Patio,161659518,Manhattan,Kips Bay,40.74153,-73.9797,Private room,80,30,3,1,0,2.6666666666666665,342.0
Comfy quiet 2BR in Manhattan 25mins to Time-square,9177778,Manhattan,Lower East Side,40.71339,-73.98684,Entire home/apt,139,3,47,1,28,46.333333333333336,15.0
Stylish Downtown Apt. (Between Nolita + LES.),4552628,Manhattan,Chinatown,40.71329,-73.99602,Entire home/apt,162,2,4,1,0,81.0,379.0
Bright and spacious private bed-and bathroom!,18718315,Brooklyn,Bedford-Stuyvesant,40.69197,-73.92795,Private room,75,4,25,1,249,18.75,9.0
"5min from JFK airport, Train, Casino,  Racetrack",189108951,Queens,South Ozone Park,40.66954,-73.80601,Entire home/apt,93,2,48,1,316,46.5,16.0
Humble Home in Harlem,159009468,Manhattan,Harlem,40.81444,-73.94385,Private room,99,7,10,1,0,14.142857142857142,196.0
Glamping Van,10407935,Manhattan,Nolita,40.72238,-73.99466,Entire home/apt,89,1,15,8,34,89.0,42.0
Magical Brooklyn townhouse room fit for a wizard,189075482,Brooklyn,Cypress Hills,40.67988,-73.89201,Private room,85,1,17,3,67,85.0,28.0
"Paradise Garden, Spa, Steam & Massage Table #10299",172611460,Manhattan,Harlem,40.82263,-73.95181,Entire home/apt,2500,3,14,2,150,833.3333333333334,14.0
"Cozy, tranquil bedroom steps from Central Park B",152195388,Manhattan,Upper West Side,40.78371,-73.97358,Private room,105,20,5,2,64,5.25,105.0
"Scandinavian ""hygge"" in Bed Stuy Brooklyn",127560,Brooklyn,Bedford-Stuyvesant,40.68429,-73.92952,Entire home/apt,100,4,33,1,23,25.0,13.0
"Luxe Large Studio Apt with Rooftop, Doorman, & Gym",6319849,Manhattan,Hell's Kitchen,40.75678,-73.99357,Entire home/apt,198,9,2,1,12,22.0,158.0
Single room in Clinton Hill brownstone,64426364,Brooklyn,Bedford-Stuyvesant,40.68593,-73.95702,Private room,48,7,6,1,0,6.857142857142857,15.0
Safe 'n Handsome 2,133123832,Manhattan,Upper West Side,40.78802,-73.96926,Entire home/apt,117,30,0,3,200,3.9,0.0
Charming studio in Brooklyn,178038608,Brooklyn,Clinton Hill,40.69365,-73.96511,Entire home/apt,110,7,2,1,125,15.714285714285714,353.0
East Village gem,17145227,Manhattan,East Village,40.72458,-73.98822,Entire home/apt,206,5,3,1,12,41.2,187.0
Cozy Studio in Greenwich Village,4246574,Manhattan,Greenwich Village,40.72852,-74.00151,Entire home/apt,164,5,0,1,0,32.8,0.0
Bushwick bedroom w/ private bath (Jefferson Stop),2533755,Brooklyn,Bushwick,40.70388,-73.92529,Private room,90,1,74,1,48,90.0,14.0
SoBecaTown 1 Bedroom,6529128,Manhattan,Tribeca,40.71854,-74.00352,Entire home/apt,220,3,15,1,84,73.33333333333333,17.0
Small and cozy room in awesome place,8076786,Brooklyn,Sunset Park,40.65907,-73.99887,Private room,150,1,1,3,365,150.0,111.0
Bedroom in Bushwick.,189224482,Brooklyn,Bushwick,40.68569,-73.9143,Private room,45,7,0,1,0,6.428571428571429,0.0
Comfy bedroom in heart of Lower East Side,2830216,Manhattan,Lower East Side,40.71937,-73.99202,Private room,65,7,9,1,0,9.285714285714286,233.0
"Cozy Studio in East Village, close to everything",28660089,Manhattan,East Village,40.72547,-73.98401,Entire home/apt,170,2,7,1,0,85.0,57.0
2 Bedroom 1 Bath by NYC Train and Major Highways,72517332,Bronx,Kingsbridge,40.88485,-73.89756,Entire home/apt,399,2,25,1,356,199.5,29.0
East Village Penthouse,1273920,Manhattan,East Village,40.72606,-73.97913,Entire home/apt,175,3,2,1,0,58.333333333333336,274.0
Cozy Convenient 2-Bed GARDEN APT w/Central Heat/AC,30736639,Brooklyn,Bushwick,40.68778,-73.90748,Entire home/apt,99,3,34,2,119,33.0,17.0
Historic Brooklyn Heights Apt,1030249,Brooklyn,Brooklyn Heights,40.69924,-73.99303,Entire home/apt,185,7,10,1,125,26.428571428571427,4.0
Cozy and renovated one bedroom apartment,99556266,Manhattan,East Harlem,40.79725,-73.93311,Entire home/apt,150,2,33,2,304,75.0,24.0
Brooklyn Hidden Oasis.,64542737,Brooklyn,East New York,40.6724,-73.87641,Entire home/apt,175,3,10,1,292,58.333333333333336,21.0
5min to Subway★20min to Manhattan★Large Bklyn Apt!,189249070,Brooklyn,Bedford-Stuyvesant,40.68061,-73.93642,Entire home/apt,189,30,24,1,99,6.3,28.0
Clean1,156505456,Brooklyn,East New York,40.66154,-73.88874,Private room,51,3,13,13,180,17.0,16.0
"Large Manhattan Apt 3 BED/2 FULL BATH, Midtown NYC",179014177,Manhattan,Murray Hill,40.74523,-73.97334,Entire home/apt,398,5,3,1,12,79.6,347.0
Upper East Side Getaway! Lots of space!,169960804,Manhattan,Upper East Side,40.77277,-73.94965,Entire home/apt,175,1,7,1,0,175.0,251.0
BK NEST-Across Barclays & trains/City 10 mins away,187103481,Brooklyn,Park Slope,40.68241,-73.97719,Entire home/apt,160,2,39,1,246,80.0,17.0
Nikki Welcomes you! Private parking space!,112142263,Brooklyn,Canarsie,40.63816,-73.91443,Entire home/apt,65,1,119,1,61,65.0,1.0
Private Bedroom in 2-bed/New Full-Service Building,3346513,Brooklyn,Downtown Brooklyn,40.68984,-73.98416,Private room,130,2,38,2,103,65.0,10.0
"The Awesome ,XL Flat",2790890,Brooklyn,Bedford-Stuyvesant,40.69401,-73.94785,Entire home/apt,96,2,39,3,237,48.0,77.0
